id,courseId,title,duration,videoDescription,individualTags,thumbnailUrl,videogUrl,status
V182,C182,足関節背屈可動域制限と日常生活動作,10分28秒,NEXT短編コンテンツの視聴ページです。,"ヒラメ筋,足関節,足関節背屈可動域制限",,https://vdg.jp/bAYDdPGb7L2G/,
V183,C183,膝窩筋の解剖学,11分19秒,NEXT短編コンテンツの視聴ページです。,"膝窩筋,膝関節",,https://vdg.jp/DuuiWwBR1Fig/,
V184,C184,膝窩筋の運動療法,9分22秒,NEXT短編コンテンツの視聴ページです。,"膝窩筋,膝関節,運動療法,歩行",,https://vdg.jp/G5Ko5toHkp6C/,
V185,C185,横隔膜の解剖学②,13分0秒,NEXT短編コンテンツの視聴ページです。,"横隔膜,呼吸,腰痛,トレーニング",,https://vdg.jp/NBFYw_Un5Bk3/,
V186,C186,横隔膜の特性を活かした活用法,19分4秒,NEXT短編コンテンツの視聴ページです。,"横隔膜,呼吸,腰痛,トレーニング",,https://vdg.jp/CH095d-SRGS8/,
V187,C187,腹横筋の特性,9分14秒,NEXT短編コンテンツの視聴ページです。,"腹横筋,姿勢,インナーユニット",,https://vdg.jp/4GHD-TYtvfoJ/,
V188,C188,ドローインバリエーション,8分53秒,NEXT短編コンテンツの視聴ページです。,"腹横筋,ドローイン,インナーユニット,呼吸,姿勢",,https://vdg.jp/B0aa3JcJTjVZ/,
V189,C189,多裂筋と腰痛の関係,13分11秒,NEXT短編コンテンツの視聴ページです。,"多裂筋,腰椎,椎間関節,腰痛",,https://vdg.jp/GELuM-j913kz/,
V190,C190,椎間関節性腰痛の評価とアプローチ,17分24秒,NEXT短編コンテンツの視聴ページです。,"多裂筋,腰痛,椎間関節,腰痛",,https://vdg.jp/LSJF8gvlgumk/,
V191,C191,菱形筋の解剖学②,7分10秒,NEXT短編コンテンツの視聴ページです。,"菱形筋,トレーニング,肩甲骨,肩甲胸郭関節",,https://vdg.jp/YDqdH1kwE0z2/,
V192,C192,菱形筋のあれこれ,11分58秒,NEXT短編コンテンツの視聴ページです。,"菱形筋,トレーニング,肩甲骨,肩甲胸郭関節",,https://vdg.jp/xv3bPv5VSgls/,
V193,C193,広背筋と姿勢改善,9分23秒,NEXT短編コンテンツの視聴ページです。,"広背筋,姿勢,姿勢改善,胸椎,腰椎",,https://vdg.jp/F4hE24VSGAmf/,
V194,C194,左右の筋力差について,15分44秒,NEXT短編コンテンツの視聴ページです。,"筋力差,評価,トレーニング,ユニラテラル",,https://vdg.jp/UXGjyfnmccNU/,
V195,C195,前鋸筋の解剖学②,11分31秒,NEXT短編コンテンツの視聴ページです。,"前鋸筋,インピンジメント,トレーニング",,https://vdg.jp/ZQivK3OVHR7w/,
V196,C196,大腿四頭筋の解釈,10分24秒,NEXT短編コンテンツの視聴ページです。,"大腿四頭筋,美脚",,https://vdg.jp/K3PZTKRghGGF/,
V197,C197,後脛骨筋の解剖学②,15分26秒,NEXT短編コンテンツの視聴ページです。,"後脛骨筋,トレーニング,シンスプリント,アーチ",,https://vdg.jp/eJg3A9N0Bx2e/,
V198,C198,チーム指導の極意とノウハウ,20分50秒,NEXT短編コンテンツの視聴ページです。,"チーム指導,ストレングス,コーチング,グループトレーニング",,https://vdg.jp/FlqPtR77UuYe/,
V199,C199,腓腹筋内外側頭の違い,7分17秒,NEXT短編コンテンツの視聴ページです。,腓腹筋,,https://vdg.jp/N5jcQwXGctEo/,
V200,C200,歩行立脚後期の腓腹筋作用,9分21秒,NEXT短編コンテンツの視聴ページです。,"腓腹筋,歩行,歩行周期",,https://vdg.jp/EsJg816MLqre/,
V201,C201,大殿筋の解剖学②,10分0秒,NEXT短編コンテンツの視聴ページです。,"大殿筋,仙腸関節",,https://vdg.jp/l0u1N6GuX_-H/,
V202,C202,腰椎すべり症の病態と介入ポイント,14分38秒,NEXT短編コンテンツの視聴ページです。,"腰椎,腰椎すべり症,多裂筋",,https://vdg.jp/FGPOaHIHcT7_/,
V203,C203,肋間筋の解剖学②｜内肋間筋は呼息筋ではないよ,10分49秒,NEXT短編コンテンツの視聴ページです。,"肋間筋,内肋間筋,外肋間筋,呼吸",,https://vdg.jp/7LxqXraCuc-D/,
V204,C204,肋間筋のセルフエクササイズ大全集,8分28秒,NEXT短編コンテンツの視聴ページです。,"肋間筋,内肋間筋,外肋間筋,呼吸",,https://vdg.jp/5_Kc77EJ7s9u/,
V205,C205,脊柱起立筋はローカル筋かグローバル筋か,11分33秒,NEXT短編コンテンツの視聴ページです。,"脊柱起立筋,脊柱,トレーニング,ローカル筋,グローバル筋",,https://vdg.jp/2iifR4JockoI/,
V206,C206,脊柱の可動練習法の工夫,10分54秒,NEXT短編コンテンツの視聴ページです。,"脊柱起立筋,可動域",,https://vdg.jp/W-oYZhCQKbZh/,
V207,C207,外腹斜筋の解剖学②,8分44秒,NEXT短編コンテンツの視聴ページです。,"外腹斜筋,呼吸,トレーニング",,https://vdg.jp/PZcaBkHBZ9GB/,
V208,C208,呼吸を意識した外腹斜筋トレーニング,10分7秒,NEXT短編コンテンツの視聴ページです。,"外腹斜筋,呼吸,トレーニング",,https://vdg.jp/T7uGhlK-iXZh/,
V209,C209,上腕二頭筋の解剖学②,9分58秒,NEXT短編コンテンツの視聴ページです。,"上腕二頭筋,肩痛,四十肩五十肩",,https://vdg.jp/2ey11JTYtdRC/,
V210,C210,ジュニアアスリートのトレーニング指導の失敗ポイント,24分29秒,NEXT短編コンテンツの視聴ページです。,"ジュニアアスリート,トレーニング",,https://vdg.jp/Vb8yMy2quhcT/,
V211,C211,三角筋の過緊張による不調,12分13秒,NEXT短編コンテンツの視聴ページです。,"三角筋,肩こり,肩甲骨",,https://vdg.jp/o_Xve-vLaBh3/,
V212,C212,バランス感覚に関して,21分50秒,NEXT短編コンテンツの視聴ページです。,"バランス,前庭覚,高齢者",,https://vdg.jp/w0pjxfTcqkiX/,
V213,C213,棘上筋の解剖学 ②｜筋電図研究から,11分6秒,NEXT短編コンテンツの視聴ページです。,"棘上筋,腱板,腱板断裂,",,https://vdg.jp/J96g8WCO1SmD/,
V214,C214,棘上筋の評価とアプローチ,13分48秒,NEXT短編コンテンツの視聴ページです。,"棘上筋,評価,コンディショニング",,https://vdg.jp/tMMssDDFs-5Q/,
V215,C215,中殿筋の解剖学②,13分2秒,NEXT短編コンテンツの視聴ページです。,"中臀筋,トレンデレンブルグ,骨盤",,https://vdg.jp/aMOaexk5wKxi/,
V216,C216,中殿筋を鍛えることと動かすことの違い,8分6秒,NEXT短編コンテンツの視聴ページです。,"中臀筋,トレンデレンブルグ,骨盤",,https://vdg.jp/U0xqNChFTBc2/,
V217,C217,大腿筋膜張筋のストレッチ法,8分54秒,NEXT短編コンテンツの視聴ページです。,"大腿筋膜張筋,股関節",,https://vdg.jp/Dei8PUoQg5S4/,
V218,C218,股関節内旋トルクから考える股関節伸展可動域獲得の必要性,11分14秒,NEXT短編コンテンツの視聴ページです。,"大腿筋膜張筋,中殿筋,可動域,股関節,バイオメカニクス",,https://vdg.jp/0exQZd0VX0MB/,
V219,C219,ハムストリングの解剖学②,11分53秒,NEXT短編コンテンツの視聴ページです。,"ハムストリング,肉離れ",,https://vdg.jp/BrjYjyyxA1Xf/,
V220,C220,ハムストリング肉離れのリハビリテーション,13分12秒,NEXT短編コンテンツの視聴ページです。,"ハムストリング,肉離れ",,https://vdg.jp/YjYYN1-0ar6g/,
V221,C221,解剖学を現場で活かせない人の2つの特徴,22分58秒,NEXT短編コンテンツの視聴ページです。,"解剖学,現場活用,姿勢",,https://vdg.jp/RO-M96OikCeW/,
V222,C222,姿勢分析ってなぁに？というアナタへ,31分42秒,NEXT短編コンテンツの視聴ページです。,"姿勢分析,姿勢,姿勢改善,動作分析",,https://vdg.jp/ZctNFSmxSZKQ/,
V223,C223,合蹟、胡座肢位制限と姿勢や動作からの情報の回収①,8分46秒,NEXT短編コンテンツの視聴ページです。,"姿勢,姿勢改善,動作分析,合蹟,胡座,股関節",,https://vdg.jp/L8974GCTof8V/,
V224,C224,合蹟、胡座肢位制限と姿勢や動作からの情報の回収②,13分5秒,NEXT短編コンテンツの視聴ページです。,"姿勢,姿勢改善,動作分析,合蹟,胡座,股関節",,https://vdg.jp/5idTYRIEat5G/,
V225,C225,O、X、XO脚に対する基礎知識,11分30秒,NEXT短編コンテンツの視聴ページです。,"O脚,X脚,XO脚",,https://vdg.jp/jLkd3eN3dpds/,
V226,C226,O、X、XO脚に対する評価とアプローチ,11分42秒,NEXT短編コンテンツの視聴ページです。,"O脚,X脚,XO脚,トレーニング",,https://vdg.jp/t7FSKENy3vlf/,
V227,C227,腹直筋離開について理解しよう,11分45秒,NEXT短編コンテンツの視聴ページです。,"腹直筋,腹直筋離開,IAP（腹腔内圧）,尿漏れ",,https://vdg.jp/u11sPgtoaYgR/,
V228,C228,腹直筋トレーニングマスター講座,12分33秒,NEXT短編コンテンツの視聴ページです。,"腹直筋,トレーニング",,https://vdg.jp/YOmbF0xyqVMB/,
V229,C229,腰方形筋とキャリー運動,8分20秒,NEXT短編コンテンツの視聴ページです。,"腰方形筋,キャリー運動,ヒップハイク,脊柱",,https://vdg.jp/h9x5w5nRX-kY/,
V230,C230,猫背姿勢に対してのアプローチ,9分51秒,NEXT短編コンテンツの視聴ページです。,"猫背,姿勢,姿勢改善,円背",,https://vdg.jp/YtqBYx0KdzXj/,
V231,C231,骨盤底筋と股関節の関係性,12分12秒,NEXT短編コンテンツの視聴ページです。,"骨盤底筋,股関節,内閉鎖筋",,https://vdg.jp/zJFe18H0uVze/,
V232,C232,IAP（腹腔内圧）について,13分57秒,NEXT短編コンテンツの視聴ページです。,"IAP（腹腔内圧）,体幹,トレーニング",,https://vdg.jp/ULNLttsBnFAx/,
V233,C233,棘下筋の解剖学②,10分43秒,NEXT短編コンテンツの視聴ページです。,"棘下筋,四十肩五十肩",,https://vdg.jp/D6Tu-d19RIA0/,
V234,C234,棘下筋のCKCトレーニング,6分14秒,NEXT短編コンテンツの視聴ページです。,"棘下筋,四十肩五十肩,トレーニング",,https://vdg.jp/tfcWgCjlNgYv/,
V235,C235,胸鎖乳突筋の解剖学②,8分21秒,NEXT短編コンテンツの視聴ページです。,"胸鎖乳突筋,筋紡錘,めまい",,https://vdg.jp/GJnZUhMWblSh/,
V236,C236,頸部緊張のチェックと頭部変位の修正,9分33秒,NEXT短編コンテンツの視聴ページです。,"胸鎖乳突筋,フォワードヘッド,過緊張,頸長筋",,https://vdg.jp/dIa2a4fxmwvL/,
V237,C237,肩甲下筋の解剖学②｜停止部の特徴と収縮ベクトル,14分11秒,NEXT短編コンテンツの視聴ページです。,"肩甲下筋,腱板,腱板断裂,大胸筋",,https://vdg.jp/T_RkETkaPnUJ/,
V238,C238,産後トレーニングについて,23分5秒,NEXT短編コンテンツの視聴ページです。,"産後トレーニング,女性指導,骨盤,骨盤底筋",,https://vdg.jp/TgV4AUv1Txfu/,
V239,C239,縫工筋のよくある故障,7分30秒,NEXT短編コンテンツの視聴ページです。,縫工筋,,https://vdg.jp/F5vWbm2_tHeB/,
V240,C240,柔軟性を高める考え方,7分14秒,NEXT短編コンテンツの視聴ページです。,"柔軟性,可動域,足底,固有感覚,足関節",,https://vdg.jp/YeZ5iTY_KJCW/,
V241,C241,股関節角度による内転筋作用変化,8分54秒,NEXT短編コンテンツの視聴ページです。,"内転筋,股関節,大内転筋,長内転筋,短内転筋",,https://vdg.jp/0U_8CSuMiFkR/,
V242,C242,内転筋ストレッチ・トレーニング検討,8分13秒,NEXT短編コンテンツの視聴ページです。,"内転筋,ストレッチ,トレーニング",,https://vdg.jp/bX5AIdzEZs0U/,
V243,C243,下腿三頭筋の解剖学｜筋の特徴とカーフレイズの筋活動,14分54秒,NEXT短編コンテンツの視聴ページです。,"下腿三頭筋,トレーニング,カーフレイズ",,https://vdg.jp/vuspslMg7xTn/,
V244,C244,足底腱膜症｜下腿三頭筋との関係,13分50秒,NEXT短編コンテンツの視聴ページです。,"下腿三頭筋,足底腱膜症,足底腱膜炎,腓腹筋,足関節",,https://vdg.jp/G5bOufkM_YRI/,
V245,C245,腰椎分離症の基礎知識と対策｜理論編,10分41秒,NEXT短編コンテンツの視聴ページです。,"腰痛,腰椎分離症,腰椎すべり症,坐骨神経痛",,https://vdg.jp/AZLADbRzyfmZ/,
V246,C246,腰椎分離症の基礎知識と対策｜実技編,10分19秒,NEXT短編コンテンツの視聴ページです。,"腰痛,腰椎分離症,腰椎すべり症,坐骨神経痛",,https://vdg.jp/N1cDMZvx7Cin/,
V247,C247,腹直筋過剰優位性と内腹斜筋の関係,9分29秒,NEXT短編コンテンツの視聴ページです。,"腹直筋,内腹斜筋,腹横筋,外腹斜筋,ドローイン,呼吸",,https://vdg.jp/5dQfWJuqo2Sb/,
V248,C248,クランチ運動における腹直筋過剰優位性,9分0秒,NEXT短編コンテンツの視聴ページです。,"クランチ,腹直筋,内腹斜筋,外腹斜筋,トレーニング",,https://vdg.jp/tsgdZCU6Af7d/,
V249,C249,僧帽筋下部のエビデンスに基づくトレーニング,14分55秒,NEXT短編コンテンツの視聴ページです。,"僧帽筋,トレーニング",,https://vdg.jp/JgmeyEBRWp6t/,
V250,C250,オスグットシュラッター病とシーバー病,17分50秒,NEXT短編コンテンツの視聴ページです。,"オスグットシュラッター病,シーバー病,脛骨,踵骨",,https://vdg.jp/6IS4Oh4lWNJj/,
V251,C251,上腕三頭筋の解剖学②,15分31秒,NEXT短編コンテンツの視聴ページです。,"上腕三頭筋,クアドリラテラルスペース,インピンジメント,肩痛",,https://vdg.jp/7FdgYzmO5W4A/,
V252,C252,大円筋とリバーシブルアクション,8分40秒,NEXT短編コンテンツの視聴ページです。,"大円筋,チンニング,OKC,CKC",,https://vdg.jp/2yWOLQIzQze5/,
V253,C253,チンニングにおけるリバーシブルアクション,10分5秒,NEXT短編コンテンツの視聴ページです。,"大円筋,広背筋,チンニング,ラットプルダウン,トレーニング",,https://vdg.jp/1ET9gFZB7oOB/,
V254,C254,ベンチプレスの筋活動を論文から紐解く,14分4秒,NEXT短編コンテンツの視聴ページです。,"大胸筋,ベンチプレス",,https://vdg.jp/wKmhyno07lB4/,
V255,C255,ベンチプレスと怪我,15分35秒,NEXT短編コンテンツの視聴ページです。,"大胸筋,ベンチプレス",,https://vdg.jp/o3HrQ-3W4RHQ/,
V256,C256,代償動作に対する基本的な考え方,9分42秒,NEXT短編コンテンツの視聴ページです。,"解剖学,代償動作,ニーイン,トリックモーション",,https://vdg.jp/jYtpdSXFe43y/,
V257,C257,前脛骨筋の解剖学②｜慢性足関節不安定症,13分8秒,NEXT短編コンテンツの視聴ページです。,"前脛骨筋,足関節,捻挫,慢性足関節不安定症,バランス",,https://vdg.jp/Mx0Fq7cG69lj/,
V258,C258,前脛骨筋に対する評価とアプローチ,10分0秒,NEXT短編コンテンツの視聴ページです。,"前脛骨筋,足関節",,https://vdg.jp/tHXiBtRggYCB/,
V259,C259,山路がサイドレイズをやらない理由,4分25秒,NEXT短編コンテンツの視聴ページです。,"解剖学,サイドレイズ,肩甲上腕リズム,肩痛,三角筋",,https://vdg.jp/Dx_Jm6R-EDcs/,
V260,C260,パーソナルトレーニングのテンプレ化の是非,6分56秒,NEXT短編コンテンツの視聴ページです。,"パーソナルトレーニング,パーソナルトレーナー、セッション、テンプレート",,https://vdg.jp/anrteHAkESef/,
V261,C261,アキレス腱障害の疫学,10分42秒,NEXT短編コンテンツの視聴ページです。,アキレス腱,,https://vdg.jp/__DsWOyGdUeG/,
V262,C262,アキレス腱障害の治療,10分17秒,NEXT短編コンテンツの視聴ページです。,アキレス腱,,https://vdg.jp/ovb_gEDLo7t1/,
V263,C263,歩行を基礎から学ぶ｜座学編,15分30秒,NEXT短編コンテンツの視聴ページです。,歩行,,https://vdg.jp/S-2gu_Bu8ajH/,
V264,C264,歩行を基礎から学ぶ｜実技編①,12分56秒,NEXT短編コンテンツの視聴ページです。,歩行,,https://vdg.jp/8vDVhqvaZ_Qh/,
V265,C265,歩行を基礎から学ぶ｜実技編②,10分28秒,NEXT短編コンテンツの視聴ページです。,歩行,,https://vdg.jp/tzDS_kwe_WAw/,
V266,C266,ボクシングパフォーマンスを科学する,11分59秒,NEXT短編コンテンツの視聴ページです。,"パフォーマンス,ボクシング,パンチ力,筋力",,https://vdg.jp/TBV23QbCGn5Y/,
V267,C267,筋パワー向上のためのトレーニング,12分26秒,NEXT短編コンテンツの視聴ページです。,"パフォーマンス,筋パワー,筋力",,https://vdg.jp/Kf_cjj5UJ_q3/,
V268,C268,運動指導に解剖学は必要なのか？,7分12秒,NEXT短編コンテンツの視聴ページです。,"解剖学,パーソナルトレーニング,パーソナルトレーナー",,https://vdg.jp/DZVqUxpHvYHF/,
V269,C269,トレーナー17年目でようやく気付いたランジのフォーム修正,8分13秒,NEXT短編コンテンツの視聴ページです。,"ランジ,トレーニング",,https://vdg.jp/oSE66mkde1At/,
V270,C270,ボランティアトレーナーは裏切り者,10分31秒,NEXT短編コンテンツの視聴ページです。,"パーソナルトレーナー,トレーナー,チーム指導",,https://vdg.jp/gqUJnsUKq6Kt/,
V271,C271,疼痛減弱テストから考える腰痛①｜触診の基礎からアプローチ,9分9秒,NEXT短編コンテンツの視聴ページです。,"腰痛,疼痛減弱テスト,疼痛",,https://vdg.jp/kNSVVEDJfFK8/,
V272,C272,疼痛減弱テストから考える腰痛②｜評価実践編,13分50秒,NEXT短編コンテンツの視聴ページです。,"腰痛,疼痛減弱テスト,疼痛",,https://vdg.jp/WTChYC_dOiTq/,
V273,C273,開業って思ったより楽勝,8分37秒,NEXT短編コンテンツの視聴ページです。,開業,,https://vdg.jp/zTqhVbv880RR/,
V274,C274,速攻で可動域を改善する方法｜理論編,3分42秒,NEXT短編コンテンツの視聴ページです。,"柔軟性,可動域,SLR",,https://vdg.jp/B0ZTtyVD9gVF/,
V275,C275,股関節機能改善｜小臀筋に着目①,9分0秒,NEXT短編コンテンツの視聴ページです。,"小臀筋,股関節",,https://vdg.jp/91lETslr5TUz/,
V276,C276,股関節機能改善｜小臀筋に着目②,9分0秒,NEXT短編コンテンツの視聴ページです。,"小臀筋,股関節",,https://vdg.jp/C1mR-T5FSYOF/,
V277,C277,ヒップスラストの知られざるリスク,8分43秒,NEXT短編コンテンツの視聴ページです。,"ヒップスラスト,ヒップアップ,骨盤,大臀筋,トレーニング",,https://vdg.jp/hB4ANpChQUen/,
V278,C278,ヒップスラストは最終奥義？,8分44秒,NEXT短編コンテンツの視聴ページです。,"ヒップスラスト,ヒップアップ,骨盤,大臀筋,トレーニング",,https://vdg.jp/aJTUv_GQt-W9/,
V279,C279,フロントスクワットを活用しよう,9分12秒,NEXT短編コンテンツの視聴ページです。,"フロントスクワット,スクワット,胸椎,肩甲骨,フォーム,トレーニング",,https://vdg.jp/LMu1eBozSFnZ/,
V280,C280,フロントスクワットのエラー,11分24秒,NEXT短編コンテンツの視聴ページです。,"フロントスクワット,スクワット,胸椎,肩甲骨,フォーム,トレーニング",,https://vdg.jp/xKbtvF0YzwMr/,
V281,C281,RDLで見るべき3つのポイント｜座学,9分30秒,NEXT短編コンテンツの視聴ページです。,"ルーマニアンデッドリフト,スクワット,トレーニング,動作分析,OKC,CKC",,https://vdg.jp/nEDR7aBRUNqF/,
V282,C282,スクワットにおける股関節伸展と膝伸展の違い｜実技,9分3秒,NEXT短編コンテンツの視聴ページです。,"ルーマニアンデッドリフト,スクワット,トレーニング,動作分析,OKC,CKC",,https://vdg.jp/epVqN5SNuNYa/,
V283,C283,ユニラテラルトレーニングを取り入れませんか？,6分57秒,NEXT短編コンテンツの視聴ページです。,"片手トレーニング,片足トレーニング,片側トレーニング,ユニラテラル",,https://vdg.jp/ElmS5cj_kX_E/,
V284,C284,フロントランジの有効活用術,6分49秒,NEXT短編コンテンツの視聴ページです。,"ランジ,フロントランジ,パフォーマンス,片手トレーニング,片足トレーニング,片側トレーニング,ユニラテラル",,https://vdg.jp/e4Z1KUw5HaYD/,
V285,C285,体幹トレーニングを再考する｜解説編,10分44秒,NEXT短編コンテンツの視聴ページです。,"体幹,トレーニング,IAP（腹腔内圧）,呼吸",,https://vdg.jp/sOVg36hacTn6/,
V286,C286,体幹トレーニングを再考する｜実技編,8分21秒,NEXT短編コンテンツの視聴ページです。,"体幹,トレーニング,IAP（腹腔内圧）,呼吸",,https://vdg.jp/0dDVn4Vx37LX/,
V287,C287,下肢の動脈に対する施術｜解説編,6分28秒,NEXT短編コンテンツの視聴ページです。,"下肢,動脈,血行障害,血流促進,大腿動脈,血圧,冷え症,足底感覚",,https://vdg.jp/UZlZftKdPVcP/,
V288,C288,下肢の動脈に対する施術｜実技編,7分32秒,NEXT短編コンテンツの視聴ページです。,"下肢,動脈,血行障害,血流促進,大腿動脈,血圧,冷え症,足底感覚",,https://vdg.jp/z7_XvCPmqCkj/,
V289,C289,自律神経の調整｜解説編,19分29秒,NEXT短編コンテンツの視聴ページです。,"自律神経,交感神経,副交感神経",,https://vdg.jp/xQQtkgrtqMRq/,
V290,C290,自律神経の調整｜実技編,9分22秒,NEXT短編コンテンツの視聴ページです。,"自律神経,交感神経,副交感神経",,https://vdg.jp/tWl56Kk9yFVl/,
V291,C291,急性腰痛に対する臀部からのアプローチ｜解説編,6分13秒,NEXT短編コンテンツの視聴ページです。,"腰痛,臀部,ギックリ腰,中殿筋,小殿筋,腸腰筋",,https://vdg.jp/m9AMDWKiy7ac/,
V292,C292,急性腰痛に対する臀部からのアプローチ｜実技編,7分8秒,NEXT短編コンテンツの視聴ページです。,"腰痛,臀部,ギックリ腰,中殿筋,小殿筋,腸腰筋",,https://vdg.jp/m0-A836xJ3oG/,
V293,C293,胸椎の可動性が低下している部位の特定と改善｜解説編,10分1秒,NEXT短編コンテンツの視聴ページです。,"胸椎,可動域",,https://vdg.jp/ejYPDz-DKvzE/,
V294,C294,胸椎の可動性が低下している部位の特定と改善｜実技編,12分0秒,NEXT短編コンテンツの視聴ページです。,"胸椎,可動域",,https://vdg.jp/v9a_Uy0pJQwH/,
V295,C295,PIRを用いた斜角筋への手技｜解説編,7分1秒,NEXT短編コンテンツの視聴ページです。,"PIR,斜角筋,寝違い,しびれ,斜角筋症候群,Ib抑制",,https://vdg.jp/TJNNESJ8YzRd/,
V296,C296,PIRを用いた斜角筋への手技｜実技編,7分43秒,NEXT短編コンテンツの視聴ページです。,"PIR,斜角筋,寝違い,しびれ,斜角筋症候群,Ib抑制",,https://vdg.jp/eV7Gp_wp4w3W/,
V297,C297,距骨下関節と距腿関節の矯正の分け方｜解説編,5分45秒,NEXT短編コンテンツの視聴ページです。,"距骨下関節,距腿関節,矯正",,https://vdg.jp/HlJIPVzbmxX5/,
V298,C298,距骨下関節と距腿関節の矯正の分け方｜実技編,4分19秒,NEXT短編コンテンツの視聴ページです。,"距骨下関節,距腿関節,矯正",,https://vdg.jp/7UdiHBlmx5Oz/,
V299,C299,筋膜リリースのメカニズム解説,6分44秒,NEXT短編コンテンツの視聴ページです。,"筋膜リリース,筋膜,チキソトロピー,ゲル化,ゾル化",,https://vdg.jp/4lrvWg5MatCF/,
V300,C300,筋膜リリースを用いた三角筋のリリース,9分9秒,NEXT短編コンテンツの視聴ページです。,"三角筋,筋膜リリース,筋膜,浅筋膜,深筋膜,肩関節周囲炎,肩関節",,https://vdg.jp/vFkRRCSs0wdD/,
V301,C301,O脚、XO脚、X脚について｜解説編,5分15秒,NEXT短編コンテンツの視聴ページです。,"O脚,X脚,XO脚",,https://vdg.jp/8Q9dzp-NBRW6/,
V302,C302,O脚、XO脚、X脚について｜実技編,7分12秒,NEXT短編コンテンツの視聴ページです。,"O脚,X脚,XO脚",,https://vdg.jp/b5Oj7832AEgV/,
V303,C303,顎関節症の施術｜解説編,9分5秒,NEXT短編コンテンツの視聴ページです。,"顎関節,顎関節症,咀嚼筋,斜角筋,リトラクション",,https://vdg.jp/6Lm-lTaQp0kN/,
V304,C304,顎関節症の施術｜実技編,15分31秒,NEXT短編コンテンツの視聴ページです。,"顎関節,顎関節症,咀嚼筋,斜角筋,リトラクション",,https://vdg.jp/BO8YZZWhelgJ/,
V305,C305,側湾症アプローチ｜解説編,12分1秒,NEXT短編コンテンツの視聴ページです。,側湾症,,https://vdg.jp/gkrgyZK-hIj4/,
V306,C306,側湾症アプローチ｜実技編,9分8秒,NEXT短編コンテンツの視聴ページです。,側湾症,,https://vdg.jp/NlZsJIMDDEIL/,
V307,C307,肋骨のリリースについて｜解説編,7分27秒,NEXT短編コンテンツの視聴ページです。,"肋骨,胸郭,胸椎,自律神経,ポンプハンドルモーション,バケットハンドルモーション",,https://vdg.jp/4_3hvtWeXMCL/,
V308,C308,肋骨のリリースについて｜実技編,12分13秒,NEXT短編コンテンツの視聴ページです。,"肋骨,胸郭,胸椎,自律神経,ポンプハンドルモーション,バケットハンドルモーション",,https://vdg.jp/F2klt_b_FUIR/,
V309,C309,スクワット時の足関節エラーの対処法｜解説編,11分52秒,NEXT短編コンテンツの視聴ページです。,"スクワット,足関節",,https://vdg.jp/GkP1ZFQIuOn5/,
V310,C310,スクワット時の足関節エラーの対処法｜実技編,12分22秒,NEXT短編コンテンツの視聴ページです。,"スクワット,足関節",,https://vdg.jp/3y71GyG97LvX/,
V311,C311,内閉鎖筋から見る膝内側部の痛み｜解説編,6分38秒,NEXT短編コンテンツの視聴ページです。,"内閉鎖筋,膝痛,深層外旋六筋,閉鎖神経,大腿神経,伏在神経,内転筋腱裂孔",,https://vdg.jp/MHt_2lYAmRO7/,
V312,C312,内閉鎖筋から見る膝内側部の痛み｜実技編,9分18秒,NEXT短編コンテンツの視聴ページです。,"内閉鎖筋,膝痛,深層外旋六筋,閉鎖神経,大腿神経,伏在神経,内転筋腱裂孔",,https://vdg.jp/MvuWNjY9ylHC/,
V313,C313,膝裏圧迫痛対処法｜解説編,9分9秒,NEXT短編コンテンツの視聴ページです。,"膝裏圧迫痛,膝関節",,https://vdg.jp/Rm8lLY64dxp9/,
V314,C314,膝裏圧迫痛対処法｜実技編,10分24秒,NEXT短編コンテンツの視聴ページです。,"膝裏圧迫痛,膝関節",,https://vdg.jp/3jJnahm2CDNY/,
V315,C315,肩甲上腕関節の骨頭の位置異常と制限因子について｜解説編,11分50秒,NEXT短編コンテンツの視聴ページです。,"肩関節,肩甲上腕関節,四十肩五十肩,obligate translation",,https://vdg.jp/rLSK5jsMh-cw/,
V316,C316,肩甲上腕関節の骨頭の位置異常と制限因子について｜実技編,9分58秒,NEXT短編コンテンツの視聴ページです。,"肩関節,肩甲上腕関節,四十肩五十肩,obligate translation",,https://vdg.jp/sIujn8wbifTQ/,
V317,C317,脊柱管狭窄症 60代女性の足の痺れ｜解説編,15分23秒,NEXT短編コンテンツの視聴ページです。,"症例検討,脊柱管狭窄症",,https://vdg.jp/9-sFv36GnyI7/,
V318,C318,脊柱管狭窄症 60代女性の足の痺れ｜実技編,15分46秒,NEXT短編コンテンツの視聴ページです。,"症例検討,脊柱管狭窄症",,https://vdg.jp/xQQdgqlu5cj_/,
V319,C319,頸部の症状に対する頭・顔面部からのアプローチ｜解説編,8分29秒,NEXT短編コンテンツの視聴ページです。,"頸部,胸鎖乳突筋,後頭下筋群,寝違い,自律神経",,https://vdg.jp/vbGh7g9c7gnH/,
V320,C320,頸部の症状に対する頭・顔面部からのアプローチ｜実技編,10分12秒,NEXT短編コンテンツの視聴ページです。,"頸部,胸鎖乳突筋,後頭下筋群,寝違い,自律神経",,https://vdg.jp/D9u1gVFglDSC/,
V321,C321,モートン病の解説｜解説編,9分26秒,NEXT短編コンテンツの視聴ページです。,"モートン病,足部,足関節",,https://vdg.jp/7_QrVGURnHB0/,
